id,topic_id,text,type,effectiveness;;;;;;
"b6e3d5f4bc10,037059DAD8EF,""In the passage it says,"""" According to Facial Feedback Theory of Emotion, moving your facial muscles not only expreess emotions, but also may even help produce them. (""""Putting on a happy face"""" actually works!)"""". This proves that it has been proven by experts that this system could help spread positive vibes. """"Whoever thought that making faces could receal so much about the science of emotions!"""". "",Evidence,Ineffective";;;;;;
"b2f2c65c8168,037059DAD8EF,""Finally, the FACS could help identify when students are bored and are not paying attention. "",Claim,Adequate";;;;;;
d0faef02f15f,037059DAD8EF,This will help a student pay attention and not stay behind. The solution to this would be to modify the infromation to be interesting or less difficult for a student. I assume that this would decrease the amount of missing assignments and improve grades. This will be better fro the students to gain knowledge. ,Evidence,Adequate;;;;;;
4508ca456dfa,0411A43FF828,The author of the article does mention how difficult it is to study Venus by bringing up the planet's harsh atmosphere in Paragraph 3 ,Counterclaim,Adequate;;;;;;
bc108d224e7f,0411A43FF828,Which further proves his point how valuable it is to study Venus. ,Evidence,Ineffective;;;;;;
0582e9b6bba1,0411A43FF828,He also points out that Venus may have been a lot like Earth a long time ago in Paragraph 4. ,Claim,Adequate;;;;;;
"920e6b44d345,0411A43FF828,""This doesn't just further our understanding of Venus, but it may also give us more information about Earth as well. "",Evidence,Adequate";;;;;;
"13851dce0740,0411A43FF828,""In Paragraph 5, the author mentions NASA's plans on how to study Venus. "",Claim,Adequate";;;;;;
4a223be3f9cf,0411A43FF828,He does mention that those plans may have challenges fo their own in Paragraph 6. ,Counterclaim,Adequate;;;;;;
"ac0ded4b9bcc,0411A43FF828,""The author pushes to try those plans out in a realistic manner. The author being realistic with the reader, makes the reader want agree with him more. "",Rebuttal,Adequate";;;;;;
"ee7e01c3ffc3,04147BBED91A,""Technology has been upgraded throughout recent decades, and most recently, technology has taken a different approach. The software is the latest innovation from Prof. Thomas Huang, in collaboration with Prof. Nicu Sebe. Dr. Huang and his colleagues are experts at developing better ways for humans and computers to communicate, but is this really a better way to communicate? It comes down to the facts. The computer constructs a 3-D computer model of the face, and then associated each with characteristic movements of the facial muscles. Everyone has different ways of expressing emotions, and not everyone feels the same emotions. Thinking that a computer could possibly detect your emotions is a bit silly, to some, and valuable to others. So what makes it silly to some? You can probably tell how a friend is feeling by the look on their face, you can talk with them in person. "",Evidence,Adequate";;;;;;
"401421cde43d,04147BBED91A,""Having physical contact is very important when it comes to emotions, using a computer to detect, sounds a bit far-fetched. Schools have teachers, and school counselors, so that students can talk express how they feel. Some people don't see why this feature could possibly be useful in a classroom. "",Claim,Adequate";;;;;;
"f225251a6e00,04147BBED91A,""There are many issues going on in the world, much worse than trying to figure our expressions. So, why aren't we using this tchnology, and these smart people to work on something more important? Imagine a computer that knows when you're happy or sad, what would you need it for "",Evidence,Ineffective";;;;;;
"44b6cc50a239,04147BBED91A,""Human communication is very important, using a computer to detect how you feel is simply a waste of time, in some opinions. Making faces can reveal so much about the science of emotion. "",Claim,Adequate";;;;;;
"058f4ce3597e,04147BBED91A,""On the other hand, what could the Facial Action Coding System be useful for in classrooms? Students may be able to use this feature in physiciatry studies "",Counterclaim,Adequate";;;;;;
"311d9dc7492f,04147BBED91A,""Students may also use this feature in art classes to really capture what the artist was depicting in the work. For instance, this new software was able to create percentages of Mona Lisa's emotions. The latest innovation in computer software may be very useful for art classes, knowing how a person may be feeling in a painting may help students to depict the artists work, a bit better. As humans, we can tell how someone may be feeling by the look on their face, or the look in their eyes. Most of us would have trouble trying to describe what facial expressions convey being happy, besides a smile. The computer can make exact percentages on each emotion you may be feeling. "",Evidence,Effective";;;;;;
"2953f330d3ea,04147BBED91A,""However, a computer cannot feel, cannot have sympathy, and cannot understand many things about humans. "",Rebuttal,Adequate";;;;;;
"80799deeb1b1,04217B837E28,""well scientist come to notice that venus has some familiar featurs alike earth it has vallys, mountains,and craters, scientist have come to think that long time ago, venus was probably coverd with oceans and could have suppoted various forms of life, just like earth today., thats why scientists are not giving up on figuring out venus witch is why they are still trying to go back to venus safe and scientificly productive following the safe orders that NASA gave the scientist, NASA gave sicentist permission to go to venus with some conditions,they will only be allowed to be floating above the fry, scientist will have to invent a stronger space ship, and they will have to study not just the planet but the people more so it can be safer and they dont have any risks. not to mention venusis the closest to earth in terms of desity and size, and occasionatly the closest to didtance too its the second planet from our sun known as erths twin. "",Evidence,Ineffective";;;;;;
101d87bb60ea,044FD1AE9230,many are in the suburb of germany. some are also in Bogota. And many more countrys like the United states. ,Evidence,Adequate;;;;;;
"a2780ab68256,044FD1AE9230,"", it has some car limiting usage. the country that it resigns in  the suburbs of germany. For an example """" automobiles are linchpin of the suburbs where middle-class families from Chicago to Shanghai  tend to make thier homes."""" """"Experments said that there is a drastically reduce greenhouse gas emision from the tailpipes. It also states that the passager cat are responsible for 12% of greenhouse gas  emissions in Europe. And up to 50% in some car-intensive areas in the united states."""" ( Rosenthal, paragraph 5) So thats a limiting car usage "",Evidence,Adequate";;;;;;
